X,Y,Z
-3.0,-2.0,0.5946092503780575
-2.6842105263157894,-2.0,0.5511057892533264
-2.3684210526315788,-2.0,0.5056605411115498
-2.0526315789473686,-2.0,0.44319807166303304
-1.736842105263158,-2.0,0.3860946627795126
-1.4210526315789473,-2.0,0.3343190696531445
-1.105263157894737,-2.0,0.2925077619326423
-0.7894736842105265,-2.0,0.25575338366588585
-0.47368421052631593,-2.0,0.32829738192069186
-0.1578947368421053,-2.0,0.3413167269151795
0.1578947368421053,-2.0,0.27725282362556863
0.4736842105263155,-2.0,0.20951757513229205
0.7894736842105261,-2.0,0.13496721245166232
1.1052631578947363,-2.0,0.03750457717160833
1.421052631578947,-2.0,-0.07437308325835071
1.7368421052631575,-2.0,-0.18361657438878679
2.052631578947368,-2.0,-0.3243652643915562
2.3684210526315788,-2.0,-0.42243809911406416
2.6842105263157894,-2.0,-0.5095336457631844
3.0,-2.0,-0.591734701383745
-3.0,-1.5555555555555556,0.46028765259705806
-2.6842105263157894,-1.5555555555555556,0.42700220271792266
-2.3684210526315788,-1.5555555555555556,0.3530046115124323
-2.0526315789473686,-1.5555555555555556,0.3314456923873444
-1.736842105263158,-1.5555555555555556,0.3150241956612222
-1.4210526315789473,-1.5555555555555556,0.3198271618951062
-1.105263157894737,-1.5555555555555556,0.3197495187022242
-0.7894736842105265,-1.5555555555555556,0.3979505749347434
-0.47368421052631593,-1.5555555555555556,0.4478156450226875
-0.1578947368421053,-1.5555555555555556,0.4732655574389693
0.1578947368421053,-1.5555555555555556,0.504499196003735
0.4736842105263155,-1.5555555555555556,0.50324062186562
0.7894736842105261,-1.5555555555555556,0.44726056472325665
1.1052631578947363,-1.5555555555555556,0.28040176037960785
1.421052631578947,-1.5555555555555556,0.15685171245477658
1.7368421052631575,-1.5555555555555556,0.0024375015392717574
2.052631578947368,-1.5555555555555556,-0.14944291443623642
2.3684210526315788,-1.5555555555555556,-0.26666619120224355
2.6842105263157894,-1.5555555555555556,-0.3372594163832688
3.0,-1.5555555555555556,-0.4689976610535653
-3.0,-1.1111111111111112,0.3600029729761064
-2.6842105263157894,-1.1111111111111112,0.300023504370717
-2.3684210526315788,-1.1111111111111112,0.27660364699813206
-2.0526315789473686,-1.1111111111111112,0.2960965265858305
-1.736842105263158,-1.1111111111111112,0.2659344329111495
-1.4210526315789473,-1.1111111111111112,0.2648922484213036
-1.105263157894737,-1.1111111111111112,0.3587656909590471
-0.7894736842105265,-1.1111111111111112,0.42539843776730046
