X,Y
-10.0,-0.8416148917783621
-9.949874686716791,-0.7364008414393411
-9.899749373433584,-0.7548349051543107
-9.849624060150376,-0.7423337864953132
-9.799498746867169,-0.671708933789763
-9.74937343358396,-0.76410839222649
-9.699248120300751,-0.7294228969847297
-9.649122807017545,-0.914264299106061
-9.598997493734336,-0.8479588374540525
-9.548872180451127,-0.6046496259601616
-9.49874686716792,-0.7354683787182318
-9.448621553884712,-0.8159051713173694
-9.398496240601503,-0.45783421074487535
-9.348370927318296,-0.7941405545798302
-9.298245614035087,-0.6928363420108576
-9.24812030075188,-0.7408780887706443
-9.197994987468672,-0.8329593200733109
-9.147869674185463,-0.8010614612628784
-9.097744360902256,-0.6636712557286101
-9.047619047619047,-0.742005022190629
-8.99749373433584,-0.7682254355986367
-8.947368421052632,-0.6026681267211971
-8.897243107769423,-0.7382734642231552
-8.847117794486216,-0.7890283684889398
-8.796992481203008,-0.7041318311753193
-8.746867167919799,-0.7226101384983346
-8.696741854636592,-0.8084360368012826
-8.646616541353383,-0.6784900088584668
-8.596491228070175,-0.5942252002516274
-8.546365914786968,-0.36401235446328145
-8.496240601503759,-0.8549515787668469
-8.446115288220552,-0.8947706874449928
-8.395989974937343,-0.6351370878169469
-8.345864661654135,-0.6156840680736241
-8.295739348370928,-0.6896886406531142
-8.24561403508772,-0.5752192661132217
-8.195488721804512,-0.6905346902108307
-8.145363408521304,-0.6132296761862589
-8.095238095238095,-0.6533785679716911
-8.045112781954888,-0.6133864245003626
-7.994987468671679,-0.5948721197241663
-7.9448621553884715,-0.44825877976058737
-7.894736842105264,-0.6906709785657462
-7.844611528822055,-0.6115650662477359
-7.794486215538847,-0.5268003611951448
-7.7443609022556394,-0.7601903927875988
-7.694235588972431,-0.6974955686115206
-7.644110275689223,-0.642452932678517
-7.593984962406015,-0.5249862857732981
-7.543859649122807,-0.7147959247109248
-7.4937343358396,-0.7612501431738714
-7.443609022556391,-0.6798079051207716
-7.393483709273183,-0.6326979872905156
-7.343358395989975,-0.5189759158606917
-7.293233082706767,-0.5245491635321161
-7.243107769423559,-0.5483428205168198
-7.192982456140351,-0.5285651860959752
-7.142857142857143,-0.3979449665050957
-7.092731829573935,-0.4669407099080292
-7.042606516290727,-0.326454043064218
-6.992481203007519,-0.5614410450899763
-6.942355889724311,-0.5258399129487112
-6.8922305764411025,-0.48928768300231806
-6.842105263157895,-0.37163589542512804
-6.791979949874687,-0.39996745460614064
-6.741854636591479,-0.38484472712364654
-6.691729323308271,-0.4719347468693955
-6.641604010025063,-0.4814711137659145
-6.591478696741855,-0.3921187018845051
-6.541353383458647,-0.33105561337232847
-6.491228070175438,-0.5204773110147926
-6.4411027568922306,-0.5655418819846505
-6.390977443609023,-0.38500056946502054
-6.340852130325815,-0.39047644773956847
-6.290726817042607,-0.448721483401122
-6.2406015037593985,-0.38380023198377095
-6.190476190476191,-0.4085805788053901
-6.140350877192983,-0.31174725852708085
-6.090225563909774,-0.34203591798282307
-6.040100250626566,-0.391793717651196
-5.989974937343359,-0.36310534085158613
-5.939849624060151,-0.4629563810745442
-5.889724310776943,-0.3589639042621843
-5.839598997493734,-0.330883710677163
-5.7894736842105265,-0.23918929844714565
-5.739348370927319,-0.40124059007052243
-5.68922305764411,-0.41969690495528655
-5.639097744360902,-0.2945846812375782
-5.5889724310776945,-0.44646016005306066
-5.538847117794487,-0.25351060023039595
-5.488721804511279,-0.3386105222132134
-5.43859649122807,-0.1476556611909947
-5.388471177944862,-0.33980696763142093
-5.338345864661655,-0.3207824658731478
-5.288220551378446,-0.2884957616695596
-5.238095238095238,-0.3010020856408311
-5.18796992481203,-0.10651791818056368
