X,Y,Z
0.0,0.0,1.0
1.1111111111111112,0.0,3.2222222222222223
2.2222222222222223,0.0,5.444444444444445
3.3333333333333335,0.0,7.666666666666667
4.444444444444445,0.0,9.88888888888889
5.555555555555555,0.0,12.11111111111111
6.666666666666667,0.0,14.333333333333334
7.777777777777779,0.0,16.555555555555557
8.88888888888889,0.0,18.77777777777778
10.0,0.0,21.0
0.0,0.5555555555555556,2.666666666666667
1.1111111111111112,0.5555555555555556,4.888888888888889
2.2222222222222223,0.5555555555555556,7.111111111111112
3.3333333333333335,0.5555555555555556,9.333333333333334
4.444444444444445,0.5555555555555556,11.555555555555555
5.555555555555555,0.5555555555555556,13.777777777777777
6.666666666666667,0.5555555555555556,16.0
7.777777777777779,0.5555555555555556,18.222222222222225
8.88888888888889,0.5555555555555556,20.444444444444446
10.0,0.5555555555555556,22.666666666666668
0.0,1.1111111111111112,4.333333333333334
1.1111111111111112,1.1111111111111112,6.555555555555555
2.2222222222222223,1.1111111111111112,8.777777777777779
3.3333333333333335,1.1111111111111112,11.0
4.444444444444445,1.1111111111111112,13.222222222222223
5.555555555555555,1.1111111111111112,15.444444444444445
6.666666666666667,1.1111111111111112,17.666666666666668
7.777777777777779,1.1111111111111112,19.88888888888889
8.88888888888889,1.1111111111111112,22.11111111111111
10.0,1.1111111111111112,24.333333333333332
0.0,1.6666666666666667,6.0
1.1111111111111112,1.6666666666666667,8.222222222222221
2.2222222222222223,1.6666666666666667,10.444444444444445
3.3333333333333335,1.6666666666666667,12.666666666666668
4.444444444444445,1.6666666666666667,14.88888888888889
5.555555555555555,1.6666666666666667,17.11111111111111
6.666666666666667,1.6666666666666667,19.333333333333336
7.777777777777779,1.6666666666666667,21.555555555555557
8.88888888888889,1.6666666666666667,23.77777777777778
10.0,1.6666666666666667,26.0
0.0,2.2222222222222223,7.666666666666667
1.1111111111111112,2.2222222222222223,9.88888888888889
2.2222222222222223,2.2222222222222223,12.11111111111111
3.3333333333333335,2.2222222222222223,14.333333333333334
4.444444444444445,2.2222222222222223,16.555555555555557
5.555555555555555,2.2222222222222223,18.77777777777778
6.666666666666667,2.2222222222222223,21.0
7.777777777777779,2.2222222222222223,23.222222222222225
8.88888888888889,2.2222222222222223,25.444444444444446
10.0,2.2222222222222223,27.666666666666668
0.0,2.7777777777777777,9.333333333333332
1.1111111111111112,2.7777777777777777,11.555555555555554
2.2222222222222223,2.7777777777777777,13.777777777777777
3.3333333333333335,2.7777777777777777,16.0
4.444444444444445,2.7777777777777777,18.22222222222222
5.555555555555555,2.7777777777777777,20.444444444444443
6.666666666666667,2.7777777777777777,22.666666666666664
7.777777777777779,2.7777777777777777,24.88888888888889
8.88888888888889,2.7777777777777777,27.11111111111111
10.0,2.7777777777777777,29.333333333333332
0.0,3.3333333333333335,11.0
1.1111111111111112,3.3333333333333335,13.222222222222221
2.2222222222222223,3.3333333333333335,15.444444444444445
3.3333333333333335,3.3333333333333335,17.666666666666668
4.444444444444445,3.3333333333333335,19.88888888888889
5.555555555555555,3.3333333333333335,22.11111111111111
6.666666666666667,3.3333333333333335,24.333333333333336
7.777777777777779,3.3333333333333335,26.555555555555557
8.88888888888889,3.3333333333333335,28.77777777777778
10.0,3.3333333333333335,31.0
0.0,3.8888888888888893,12.666666666666668
1.1111111111111112,3.8888888888888893,14.88888888888889
2.2222222222222223,3.8888888888888893,17.111111111111114
3.3333333333333335,3.8888888888888893,19.333333333333336
4.444444444444445,3.8888888888888893,21.555555555555557
5.555555555555555,3.8888888888888893,23.77777777777778
6.666666666666667,3.8888888888888893,26.0
7.777777777777779,3.8888888888888893,28.222222222222225
8.88888888888889,3.8888888888888893,30.444444444444446
10.0,3.8888888888888893,32.66666666666667
0.0,4.444444444444445,14.333333333333334
1.1111111111111112,4.444444444444445,16.555555555555557
2.2222222222222223,4.444444444444445,18.77777777777778
3.3333333333333335,4.444444444444445,21.0
4.444444444444445,4.444444444444445,23.22222222222222
5.555555555555555,4.444444444444445,25.444444444444443
6.666666666666667,4.444444444444445,27.666666666666668
7.777777777777779,4.444444444444445,29.888888888888893
8.88888888888889,4.444444444444445,32.111111111111114
10.0,4.444444444444445,34.333333333333336
0.0,5.0,16.0
1.1111111111111112,5.0,18.22222222222222
2.2222222222222223,5.0,20.444444444444443
3.3333333333333335,5.0,22.666666666666668
4.444444444444445,5.0,24.88888888888889
5.555555555555555,5.0,27.11111111111111
6.666666666666667,5.0,29.333333333333336
7.777777777777779,5.0,31.555555555555557
8.88888888888889,5.0,33.77777777777778
10.0,5.0,36.0
